city,country,name,properties,Air conditioning,BBQ grill,Baby safety gates,Backyard,Baking sheet,Bathtub,Bed linens,Bidet,Body soap,Books and reading material,Breakfast,Carbon monoxide alarm,Ceiling fan,Central heating,Children’s books and toys,Cleaning products,Clothing storage,Coffee,Coffee maker,Conditioner,Cooking basics,Crib,Dedicated workspace,Dining table,Dishes and silverware,Dishwasher,Dryer,Drying rack for clothing,Elevator,Essentials,Ethernet connection,Extra pillows and blankets,Fire extinguisher,First aid kit,Free driveway parking on premises,Free street parking,Freezer,"HDTV with Netflix, standard cable",Hair dryer,Hangers,Heating,High chair,Hot water,Hot water kettle,Indoor fireplace,Iron,Kitchen,Laundromat nearby,Lockbox,Long term stays allowed,Luggage dropoff allowed,Microwave,Mini fridge,Mosquito net,Outdoor furniture,Outlet covers,Oven,Paid parking off premises,Paid parking on premises,Patio or balcony,Portable fans,Private entrance,Radiant heating,Refrigerator,Room-darkening shades,Security cameras on property,Self check-in,Shampoo,Shower gel,Single level home,Smoke alarm,Smoking allowed,Sound system with aux,Stove,Suitable for events,TV,Trash compactor,Washer,Wifi,Wine glasses,geneva green conditioner
Kalavan,Armenia,Private room for couple with magical view,"What this place offers Bathroom Hair dryer Shampoo Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Hangers Iron Entertainment TV Suitable for events The listing can accommodate a gathering of 25 or more attendees Heating and cooling Heating Home safety Lock on bedroom door Private room can be locked for safety and privacy First aid kit Internet and office Wifi Available throughout the listing Kitchen and dining Kitchen Space where guests can cook their own meals Refrigerator Cooking basics Pots and pans, oil, salt and pepper Dishes and silverware Stove Coffee maker Outdoor Patio or balcony Backyard An open space on the property usually covered in grass Fire pit Outdoor furniture BBQ grill Parking and facilities Free parking on premises Services Breakfast Breakfast is provided Long term stays allowed Allow stay for 28 days or more ",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Ijevan,Armenia,"The fourth ""on the high""","What this place offers Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Entertainment Suitable for events The listing can accommodate a gathering of 25 or more attendees Home safety First aid kit Kitchen and dining Kitchen Space where guests can cook their own meals Location features Private entrance Separate street or building entrance Parking and facilities Free parking on premises Services Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Martuni,Armenia,Bee&B - Apitherapy center & Guesthouse,"What this place offers Bathroom Hot water Bedroom and laundry Washer Essentials Towels, bed sheets, soap, and toilet paper Entertainment TV Suitable for events The listing can accommodate a gathering of 25 or more attendees Heating and cooling Heating Internet and office Wifi Available throughout the listing Dedicated workspace Location features Private entrance Separate street or building entrance Parking and facilities Free parking on premises Private living room Services Pets allowed Assistance animals are always allowed Breakfast Breakfast is provided Smoking allowed Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Ijevan,Armenia,Guest House Ijevan's Garden,"What this place offers Bathroom Shampoo Body soap Hot water Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Bed linens Extra pillows and blankets Iron Clothing storage Heating and cooling Air conditioning Home safety Lock on bedroom door Private room can be locked for safety and privacy Internet and office Wifi Available throughout the listing Kitchen and dining Kitchen Space where guests can cook their own meals Cooking basics Pots and pans, oil, salt and pepper Hot water kettle Barbecue utensils Outdoor Patio or balcony BBQ grill Parking and facilities Free parking on premises Services Smoking allowed Long term stays allowed Allow stay for 28 days or more ",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ijevan,Armenia,Standard room N1,"What this place offers Bathroom Shampoo Hot water Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Hangers Entertainment TV Heating and cooling Air conditioning Heating Home safety Carbon monoxide alarm Internet and office Wifi Available throughout the listing Dedicated workspace Location features Private entrance Separate street or building entrance Parking and facilities Free parking on premises Services Long term stays allowed Allow stay for 28 days or more ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Aghavnavank,Armenia,Tent for two,"What this place offers Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Entertainment Suitable for events The listing can accommodate a gathering of 25 or more attendees Home safety First aid kit Internet and office Dedicated workspace Kitchen and dining Kitchen Space where guests can cook their own meals Location features Waterfront Right next to a body of water Parking and facilities Free parking on premises Services Pets allowed Assistance animals are always allowed Smoking allowed Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sevan,Armenia,Kotedj - LAVANDA CITY 3-1,"What this place offers Bathroom Hair dryer Shampoo Hot water Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Hangers Bed linens Extra pillows and blankets Iron Entertainment TV Suitable for events The listing can accommodate a gathering of 25 or more attendees Heating and cooling Heating Internet and office Wifi Available throughout the listing Dedicated workspace Kitchen and dining Kitchen Space where guests can cook their own meals Refrigerator Cooking basics Pots and pans, oil, salt and pepper Stove Coffee maker Outdoor Patio or balcony Backyard An open space on the property usually covered in grass BBQ grill Parking and facilities Free parking on premises Free street parking Single level home No stairs in home Services Pets allowed Assistance animals are always allowed Breakfast Breakfast is provided Smoking allowed Self check-in Building staff Someone is available 24 hours a day to let guests in Long term stays allowed Allow stay for 28 days or more ",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Gosh,Armenia,GoshDream Guesthouse,"What this place offers Bathroom Bathtub Hair dryer Cleaning products Shampoo Body soap Hot water Shower gel Bedroom and laundry Washer Dryer Essentials Towels, bed sheets, soap, and toilet paper Hangers Extra pillows and blankets Room-darkening shades Iron Drying rack for clothing Mosquito net Clothing storage: closet Entertainment TV with standard cable Piano Record player Bluetooth sound system Pool table Suitable for events The listing can accommodate a gathering of 25 or more attendees Heating and cooling Indoor fireplace Heating Home safety Smoke alarm Carbon monoxide alarm Fire extinguisher Lock on bedroom door Private room can be locked for safety and privacy First aid kit Internet and office Wifi Available throughout the listing Dedicated workspace Kitchen and dining Kitchen Space where guests can cook their own meals Refrigerator Microwave Cooking basics Pots and pans, oil, salt and pepper Dishes and silverware Mini fridge Freezer Dishwasher Stove Oven Hot water kettle Coffee maker: Keurig coffee machine, Nespresso, pour-over coffee Wine glasses Toaster Baking sheet Barbecue utensils Dining table Bread maker Location features Lake access Guests can get to a lake using a path or dock Outdoor Patio or balcony Backyard An open space on the property usually covered in grass Fire pit Outdoor furniture Outdoor dining area BBQ grill Beach essentials Beach towels, umbrella, beach blanket, snorkeling gear Bikes Parking and facilities Free parking on premises Free street parking Pool Private hot tub Shared sauna Gym Private living room Services Pets allowed Assistance animals are always allowed Luggage dropoff allowed For guests' convenience when they have early arrival or late departure Breakfast Breakfast is provided Long term stays allowed Allow stay for 28 days or more Self check-in Building staff Someone is available 24 hours a day to let guests in Cleaning before checkout ",0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Gosh,Armenia,The best ECO place in Armenia-Belveder Eco Resort,"What this place offers Bathroom Hair dryer Shampoo Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Entertainment TV Suitable for events The listing can accommodate a gathering of 25 or more attendees Family Crib Heating and cooling Heating Home safety Lock on bedroom door Private room can be locked for safety and privacy Internet and office Wifi Available throughout the listing Dedicated workspace Outdoor Backyard An open space on the property usually covered in grass BBQ grill Parking and facilities Free street parking Services Pets allowed Assistance animals are always allowed Breakfast Breakfast is provided Smoking allowed Long term stays allowed Allow stay for 28 days or more ",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Kalavan,Armenia,Retreat to a Stylish and Cozy house in Kalavan,"What this place offers Bathroom Shampoo Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Hangers Iron Heating and cooling Heating Home safety Lock on bedroom door Private room can be locked for safety and privacy First aid kit Kitchen and dining Kitchen Space where guests can cook their own meals Parking and facilities Free parking on premises Private living room Services Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalavan,Armenia,Bright and Stylish House in Kalavan,"What this place offers Bathroom Shampoo Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Hangers Iron Heating and cooling Heating Home safety Lock on bedroom door Private room can be locked for safety and privacy First aid kit Kitchen and dining Kitchen Space where guests can cook their own meals Parking and facilities Free parking on premises Services Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ijevan,Armenia,Apartment Kamar N26,"What this place offers Bathroom Shampoo Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Hangers Entertainment TV Heating and cooling Air conditioning Heating Internet and office Wifi Available throughout the listing Dedicated workspace Kitchen and dining Kitchen Space where guests can cook their own meals Location features Private entrance Separate street or building entrance Parking and facilities Free parking on premises Services Long term stays allowed Allow stay for 28 days or more ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Norashen,Armenia,Summer Home - Lake Sevan,What this place offers Entertainment Suitable for events The listing can accommodate a gathering of 25 or more attendees Home safety Fire extinguisher First aid kit Kitchen and dining Kitchen Space where guests can cook their own meals Outdoor Outdoor dining area BBQ grill Parking and facilities Free parking on premises Services Pets allowed Assistance animals are always allowed Smoking allowed Long term stays allowed Allow stay for 28 days or more ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chambarak,Armenia,B&B ANNA Guest house Anna Chambarak,"What this place offers Bathroom Hair dryer Shampoo Hot water Shower gel Bedroom and laundry Paid washer – In building Essentials Towels, bed sheets, soap, and toilet paper Hangers Bed linens Extra pillows and blankets Iron Entertainment TV with standard cable Suitable for events The listing can accommodate a gathering of 25 or more attendees Family Window guards Heating and cooling Heating Home safety Lock on bedroom door Private room can be locked for safety and privacy First aid kit Internet and office Wifi Available throughout the listing Kitchen and dining Kitchen Space where guests can cook their own meals Refrigerator Cooking basics Pots and pans, oil, salt and pepper Dishes and silverware Electric stove Coffee maker Dining table Outdoor Shared backyard An open space on the property usually covered in grass Outdoor dining area BBQ grill Parking and facilities Free parking on premises Free street parking Services Luggage dropoff allowed For guests' convenience when they have early arrival or late departure Breakfast Breakfast is provided Long term stays allowed Allow stay for 28 days or more Cleaning before checkout ",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Ijevan,Armenia,Welcome to Ijevan: The best place in the world!!!,"What this place offers Bathroom Hair dryer Shampoo Hot water Bedroom and laundry Washer Essentials Towels, bed sheets, soap, and toilet paper Extra pillows and blankets Entertainment TV Heating and cooling Heating Internet and office Wifi Available throughout the listing Kitchen and dining Kitchen Space where guests can cook their own meals Outdoor Patio or balcony Backyard An open space on the property usually covered in grass BBQ grill Parking and facilities Free parking on premises Free street parking Elevator The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide. Services Long term stays allowed Allow stay for 28 days or more ",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Getahovit,Armenia,The best outdoor adventures,"What this place offers Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Entertainment Suitable for events The listing can accommodate a gathering of 25 or more attendees Home safety First aid kit Kitchen and dining Kitchen Space where guests can cook their own meals Location features Private entrance Separate street or building entrance Parking and facilities Free parking on premises Services Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Noratus,Armenia,Oazis a place for a real holiday. Big room,"Amenities Bathroom Hot water Shampoo Bedroom and laundry Bed linens Extra pillows and blankets Washer Essentials Towels, bed sheets, soap, and toilet paper Iron Entertainment TV Heating and cooling Heating Home safety First aid kit Fire extinguisher Internet and office Wifi Available throughout the listing Kitchen and dining Kitchen Space where guests can cook their own meals Location features Lake access Guests can get to a lake using a path or dock Outdoor BBQ grill Patio or balcony Backyard An open space on the property usually covered in grass Parking and facilities Pool Free parking on premises Free street parking Services Breakfast Breakfast is provided Long term stays allowed Allow stay for 28 days or more Building staff Someone is available 24 hours a day to let guests in ",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Ijevan,Armenia,Kamar Hotel Ijevan N24,"What this place offers Bathroom Shampoo Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Hangers Entertainment TV Heating and cooling Air conditioning Heating Internet and office Wifi Available throughout the listing Dedicated workspace Parking and facilities Free parking on premises Services Long term stays allowed Allow stay for 28 days or more ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Noratus,Armenia,Oazis a place for a real holiday.,"Amenities Bathroom Shampoo Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Iron Entertainment TV Heating and cooling Heating Home safety First aid kit Fire extinguisher Internet and office Wifi Available throughout the listing Kitchen and dining Kitchen Space where guests can cook their own meals Location features Lake access Guests can get to a lake using a path or dock Parking and facilities Pool Free parking on premises Services Breakfast Breakfast is provided Building staff Someone is available 24 hours a day to let guests in Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Ijevan,Armenia,6 bedroom apartment,"Amenities Bathroom Shampoo Hot water Bedroom and laundry Washer Essentials Towels, bed sheets, soap, and toilet paper Hangers Entertainment TV Heating and cooling Air conditioning Heating Home safety Carbon monoxide alarm Internet and office Wifi Available throughout the listing Dedicated workspace Kitchen and dining Kitchen Space where guests can cook their own meals Dishes and silverware Parking and facilities Free parking on premises Services Long term stays allowed Allow stay for 28 days or more ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Noratus,Armenia,Oazis a place for a real holiday. Big room,"Amenities Bathroom Hot water Shampoo Bedroom and laundry Bed linens Extra pillows and blankets Washer Essentials Towels, bed sheets, soap, and toilet paper Iron Entertainment TV Heating and cooling Heating Home safety First aid kit Fire extinguisher Internet and office Wifi Available throughout the listing Kitchen and dining Kitchen Space where guests can cook their own meals Location features Lake access Guests can get to a lake using a path or dock Outdoor BBQ grill Patio or balcony Backyard An open space on the property usually covered in grass Parking and facilities Pool Free parking on premises Free street parking Services Breakfast Breakfast is provided Long term stays allowed Allow stay for 28 days or more Building staff Someone is available 24 hours a day to let guests in ",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Noratus,Armenia,Room with Armenian spirit,"Amenities Bathroom Shampoo Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Iron Entertainment TV Heating and cooling Heating Home safety First aid kit Fire extinguisher Internet and office Wifi Available throughout the listing Kitchen and dining Kitchen Space where guests can cook their own meals Location features Lake access Guests can get to a lake using a path or dock Parking and facilities Pool Free parking on premises Services Breakfast Breakfast is provided Building staff Someone is available 24 hours a day to let guests in Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
